experiment_id,stage,sequence_id,sequence,seed,final_t1_competence
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1014,1.0943749290493938
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1015,1.0982379147710422
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1016,1.083871189171785
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1017,1.091188398757213
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1018,1.090062056980253
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1019,1.034759293294105
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1020,1.0944860093926536
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1021,1.0980236247652748
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1022,1.0976724808286806
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1023,1.0963226964513493
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1024,1.0939322019469933
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1025,1.0884156414863984
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1026,1.0841976863490814
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1027,1.0982626466920231
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1028,1.0947841180420699
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1029,1.089662463387179
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1030,1.0981734844169933
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1031,1.0920067658849635
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1032,1.0980927186783813
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1033,1.095791106575808
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1034,1.0355074044578512
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1035,1.0977272851261164
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1036,1.0827910331156467
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1037,1.0971741679843103
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1038,1.074639475043737
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq1_T1_first,T1->T2->T3,1039,1.0955327533172907
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1000,1.089181237579992
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1001,1.0972382218051788
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1002,1.0867588623438347
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1003,1.0890749320385353
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1004,1.097241817546186
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1005,1.0965530365655125
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1006,1.0891008366012123
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1007,1.0980776267198944
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1008,1.0975290714207169
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1009,1.0846669740286576
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1010,1.0951311209177519
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1011,1.0223778375328323
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1012,1.0981502427697998
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1013,1.0949429766416978
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1014,1.0931157762117587
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1015,1.0870619723486696
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1016,1.0872066492022594
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1017,1.0946439364487037
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1018,1.0935788262532415
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1019,1.0299211096743615
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1020,1.0976051659219013
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1021,1.0705020142385246
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1022,1.0806802928453978
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1023,1.096772047741813
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1024,1.0980044979597852
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1025,1.0980490029036691
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1026,1.0770753962925503
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1027,1.094456115321959
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1028,1.082307150017895
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1029,1.0789684783861249
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1030,1.0889835805605836
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1031,1.0965312697546503
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1032,1.0960725332496322
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1033,1.097341399169848
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1034,1.0273150365230606
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1035,1.0755667297826021
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1036,1.0974584180776377
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1037,1.0946149950401856
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1038,1.0981985183394558
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq2_T1_second,T2->T1->T3,1039,1.0769722638822605
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1000,1.0971819093380333
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1001,1.090741563640601
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1002,1.0962053711635085
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1003,1.0955519613025961
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1004,1.0974602772410806
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1005,1.096714984183522
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1006,1.0966513222305
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1007,1.0914322617009566
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1008,1.0934086625111419
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1009,1.0976645123784015
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1010,1.085211402267802
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1011,1.0256431772050933
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1012,1.097615531424599
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1013,1.0952762079933358
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1014,1.0971625062903134
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1015,1.0969228594463358
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1016,1.097142914840055
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1017,1.0922934051828987
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1018,1.0978162522545214
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1019,1.0343495801091198
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1020,1.0980540030991284
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1021,1.0975135936168896
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1022,1.0959429870302475
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1023,1.0900721374223576
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1024,1.096159509204726
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1025,1.098126773422817
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1026,1.0957611812884476
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1027,1.097444937805241
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1028,1.0888598087727797
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1029,1.0964189094940766
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1030,1.0965624974808619
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1031,1.0947610000484225
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1032,1.0979942360691624
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1033,1.0962430526969373
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1034,1.0342612580272703
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1035,1.097667492292218
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1036,1.0982382404125752
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1037,1.0952574037154563
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1038,1.0957422846707336
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,confirmation,seq3_T1_last,T3->T2->T1,1039,1.0968117937224227
